timestamp_utc,image_path,mask_path
20260227T055000Z,data/raw/2026-02-27/master/frames/himawari_20260227T055000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T055000Z_mask.png
20260227T060000Z,data/raw/2026-02-27/master/frames/himawari_20260227T060000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T060000Z_mask.png
20260227T061000Z,data/raw/2026-02-27/master/frames/himawari_20260227T061000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T061000Z_mask.png
20260227T062000Z,data/raw/2026-02-27/master/frames/himawari_20260227T062000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T062000Z_mask.png
20260227T063000Z,data/raw/2026-02-27/master/frames/himawari_20260227T063000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T063000Z_mask.png
20260227T064000Z,data/raw/2026-02-27/master/frames/himawari_20260227T064000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T064000Z_mask.png
20260227T065000Z,data/raw/2026-02-27/master/frames/himawari_20260227T065000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T065000Z_mask.png
20260227T070000Z,data/raw/2026-02-27/master/frames/himawari_20260227T070000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T070000Z_mask.png
20260227T071000Z,data/raw/2026-02-27/master/frames/himawari_20260227T071000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T071000Z_mask.png
20260227T072000Z,data/raw/2026-02-27/master/frames/himawari_20260227T072000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T072000Z_mask.png
20260227T073000Z,data/raw/2026-02-27/master/frames/himawari_20260227T073000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T073000Z_mask.png
20260227T074000Z,data/raw/2026-02-27/master/frames/himawari_20260227T074000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T074000Z_mask.png
20260227T075000Z,data/raw/2026-02-27/master/frames/himawari_20260227T075000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T075000Z_mask.png
20260227T080000Z,data/raw/2026-02-27/master/frames/himawari_20260227T080000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T080000Z_mask.png
20260227T081000Z,data/raw/2026-02-27/master/frames/himawari_20260227T081000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T081000Z_mask.png
20260227T082000Z,data/raw/2026-02-27/master/frames/himawari_20260227T082000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T082000Z_mask.png
20260227T083000Z,data/raw/2026-02-27/master/frames/himawari_20260227T083000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T083000Z_mask.png
20260227T084000Z,data/raw/2026-02-27/master/frames/himawari_20260227T084000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T084000Z_mask.png
20260227T085000Z,data/raw/2026-02-27/master/frames/himawari_20260227T085000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T085000Z_mask.png
20260227T090000Z,data/raw/2026-02-27/master/frames/himawari_20260227T090000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T090000Z_mask.png
20260227T091000Z,data/raw/2026-02-27/master/frames/himawari_20260227T091000Z.png,out/2026-02-27/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260227T091000Z_mask.png
